index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound,positive,negative,neutral_sentiment,anger,disgust,fear,joy,neutral,sadness,surprise
10,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",S,Unusable and faulty,"These start to deteriorate within a day, causing leaks and itching.  After going through 4 in 3 days I switched to another brand and no longer have issues",5/3/2023,1.0,Yes,0,-0.296,0.0,0.087,0.913,0.042435336858034134,0.056465256959199905,0.0510309673845768,0.0066338409669697285,0.6471349596977234,0.15876467525959015,0.03753494843840599
11,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Amazon Customer,Without box. Product from Nederland,Delivered without the box. Was melted and under presd,10/5/2023,1.0,Yes,0,0.0,0.0,0.0,1.0,0.5827302932739258,0.04131920635700226,0.05977700278162956,0.007312839850783348,0.1020347997546196,0.1491079032421112,0.05771792680025101
12,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Sandra L Hoffman,EVERY SINGLE RING WERE NOT SEALED,The media could not be loaded.Why were my 2.0 Bravo Rings not in a box and every single one were not sealed!,4/25/2022,1.0,Yes,5,0.0,0.0,0.0,1.0,0.11394870281219482,0.017535138875246048,0.007122220005840063,0.0020883020479232073,0.054075151681900024,0.0190434493124485,0.7861870527267456
13,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Christine Guanci,Not good quality,"Seems defective,  flattened on one side",10/10/2022,1.0,Yes,2,-0.4404,0.0,0.367,0.633,0.023961402475833893,0.05110986903309822,0.07307110726833344,0.0050395759753882885,0.15935897827148438,0.5929321050643921,0.09452700614929199
14,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Mary E Root,Two Stars,Very hard to work with especially with gloves on.,4/17/2016,2.0,Yes,0,-0.1761,0.0,0.175,0.825,0.06045734882354736,0.47024887800216675,0.05717967823147774,0.006884142756462097,0.09927789866924286,0.28781363368034363,0.018138406798243523
15,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Mrs.JDG,Not recommended,I do not recommend this product. First of all it arrived not in its original manufacturer packaging. Second everything leaked. Had to change the pouch and ring after one day. If you have a stoma that is flat this is not the product for you. I gave it a two star rating because it did last one day.,5/9/2023,2.0,No,0,-0.6566,0.0,0.111,0.889,0.11515818536281586,0.24164554476737976,0.01798238977789879,0.003319641575217247,0.4786953628063202,0.10937943309545517,0.03381938487291336
16,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",FRANCESCO,,anelli inservibili per le ridotte misure; nell'offerta mancano le misure ingannando l'acquirente; acquisto errato e soldi buttati via,3/6/2024,,Yes,0,0.0,0.0,0.0,1.0,0.43814539909362793,0.011629492975771427,0.25794705748558044,0.04030265286564827,0.1394842118024826,0.0807657539844513,0.03172549977898598
17,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",M S Hamilton,,"I purchased these cause I was in a hurry for them and have always used Brava rings and I checked out the reviews, but this is the first time I purchased them here.  They came in a plastic bag not a box and most of the individual packaging was not sealing.  The rings had somehow squeezed out of there protective barriers and were stuck to the packaging making it difficult to remove and no matter how careful I was they were all deformed and no longer uniform.  I’ve very have Brava rings stick to my skin where I had to spend 10 minutes trying to remove it from my skin, this usually involved having to scrape with scissors which isn’t good for the delicate area.  They also despite sticking and falling apart when you tried to remove, they leaked which was the hole reason for them.  An awful product.  I don’t believe they were authentic Brava rings.  Wouldn’t recommend or buy again.  I received a refund for the awful product.  I now have to apply a lotion to the skin because of the damage.  Buy somewhere else.",10/22/2023,,Yes,0,-0.9476,0.066,0.134,0.8,0.022579696029424667,0.6575257182121277,0.13669118285179138,0.002967993961647153,0.07777249068021774,0.07014523446559906,0.03231772780418396
18,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Tita K.,,The product caused unexpected skin reactions. Had to be removed within an hour after use on skin.I did not expect this from Brava,4/7/2024,,Yes,0,0.0,0.0,0.0,1.0,0.005762144923210144,0.0020104008726775646,0.004943538922816515,0.0032779916655272245,0.06736645847558975,0.004014866426587105,0.9126245975494385
19,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Melissa,Great product,I had a temporary ostomy bag and these made a great seal around my stoma. After I started using these I had zero leaks and skin breakouts,7/13/2024,5.0,Yes,0,0.6249,0.163,0.0,0.837,0.01112465187907219,0.028779109939932823,0.012015930376946926,0.03798336535692215,0.8823426365852356,0.007157738786190748,0.02059663087129593
20,"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Marlow2848,They Work!,These barriers are the best. The other brands are 4mm thick and too stiff to manage and the more you have to handle them the less effective they become.These are 2mm thick and very pliable. No need to stretch them!They provide a great seal between your skin and the bag barrier.I have a hernia and scar next to my illiostomy and nothing wanted to stay stuck in that area. There were days when I would spring a leak 4x a day and had to replace the whole shebang. VERY EXPENSIVE!Been dealing with this for 7 months now and I finally found the right combo of supplies.Carbou bags and skin barriersColoplast 2mm barrier ringsKonweda barrier stripsPride silicone tape (to cover scar)Stoma powderGoo Gone bandage and Adhesive RemoverSting Free Liquid skin prep and shield and Skin Tac.An ostomy is a very expensive affliction but this combo works for me and it's cheaper than going through 3 or 4 bags per day.I hope this helps others who have the same problem.My only problem is that they are a bit pricey. Especially if you go through a bag a day like I do.,11/6/2022,5.0,Yes,19,0.9169,0.108,0.057,0.836,0.029085731133818626,0.02417794242501259,0.008035866543650627,0.03130612522363663,0.7882430553436279,0.027224022895097733,0.09192729741334915
