index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound,positive,negative,neutral_sentiment,anger,disgust,fear,joy,neutral,sadness,surprise
10,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Lara S.,Received a cloudy bottle,"Not sure what to do with this but I don’t feel comfortable using it on my face. Very cloudy - normally this toner is as clear as water, been using Thayer’s for years. Unfortunately missed the return window - didn’t notice it was cloudy until I just went to use it.",10/5/2024,2.0,Yes,0,0.3546,0.137,0.129,0.734,0.004778264090418816,0.05169172212481499,0.13394752144813538,0.09444990754127502,0.6304062008857727,0.054192088544368744,0.03053431399166584
11,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Kristina Esquivel,Burns a little,"Kind of hurts to use, so I'll probably throw it away- i was looking to add something to my skin care regiment buttt i don't really think its supposed to hurt since online it said its only supposed to tingle and not cause a burning sensation",10/19/2024,2.0,Yes,0,-0.5106,0.064,0.131,0.805,0.19414635002613068,0.00900015328079462,0.005269907880574465,0.009483789093792439,0.021503020077943802,0.7350672483444214,0.02552959881722927
12,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",lklm,Strong Scent,"I love Thayer Witch Hazel. I usually use the Unscented product. Thought the Cucumber would be a light refreshing scent. However, for me, the cucumber scent is overwhelming. Tried to get used to it it, but after a few days use, I am so turned off by the strong scent.",4/29/2024,3.0,Yes,0,0.743,0.139,0.034,0.827,0.011422215029597282,0.635987401008606,0.01996859721839428,0.07383258640766144,0.1987394243478775,0.04651709645986557,0.013532686047255993
13,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Amy Shore,Did not like the smell,I used this once and am not a fan. I will not use it and am looking for an alternative toner.,6/8/2024,3.0,Yes,0,-0.2411,0.0,0.103,0.897,0.06451968103647232,0.09693478047847748,0.009233023039996624,0.011600447818636894,0.3637951910495758,0.44546568393707275,0.008451198227703571
14,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",J’Saryia,works great smells weird …?,Idk I’m just not a big fan of the smell tbh but my skin looks great so yk take it or leave it 🙂‍↕️✋🏾,5/29/2024,3.0,Yes,8,0.6877,0.197,0.139,0.664,0.028769902884960175,0.13783051073551178,0.012356086634099483,0.13095511496067047,0.658217191696167,0.02556738816201687,0.006303846370428801
15,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Megan,Not planning on buying again,"I have chronic acne and this did nothing for me. It smells great and feels cleansing on skin, but it dried me out more than moisturize. I'm not planning on getting this product again.",4/15/2024,3.0,Yes,0,0.3716,0.074,0.0,0.926,0.008113185875117779,0.31573206186294556,0.006293927319347858,0.09739312529563904,0.3536338806152344,0.20998024940490723,0.008853645995259285
16,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Stephanie,"Product good, bottle in poor condition",The witch hazel is fine and the scent is nice. I am disappointed that the attractive bottle was ruined by heavy duty tape that tore the label. Now the bottle has to be stored away.,5/3/2024,3.0,Yes,0,-0.296,0.17,0.197,0.633,0.02101839706301689,0.06490281224250793,0.0047049750573933125,0.04057784005999565,0.7654910087585449,0.08098974078893661,0.022315258160233498
17,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Howard,If you like witch hazel———-,"I like the very functional bottle. One of the most practical caps I’ve seen in some time. Other than that, this is basically witch hazel that you can get at the grocery store or local drug store for one-third the price. I bought the unscented, and it really is unscented. That’s good. I can’t address the scented version, but I can’t really say that this is any better than old-fashioned witch hazel.",2/5/2024,3.0,Yes,3,0.3716,0.1,0.066,0.834,0.007710874080657959,0.10205633193254471,0.0013151438906788826,0.15023364126682281,0.7219943404197693,0.005535885691642761,0.011153747327625751
18,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Dusty,Dried me out,"I know there have been hundreds of positive reviews, but to each his own, and this Thayers toner didn't work for me. I was really looking for a natural replacement to the one I used for a couple of years (Beauty Jam) that was the best I'd ever had. Since Beauty Jam had a focus on natural ingredients, Thayers seemed like a good choice. Alcohol free, witch hazel, and cucumber extract to calm the skin - but it had the opposite effect.My skin felt really dried out immediately after using. In the morning, after supposedly healing and calming my skin all night long, I was very disappointed. My pores had noticeably created more oil, and yet my skin felt drawn tight and dried out. I gave this toner a few weeks to adjust to my skin (and I used it twice a day) but it never got any better. Also, I got zits, which is not great. With Beauty Jam, I got about 1 zit every 2 weeks, and the ingredients in the toner helped combat the blemish and get rid of it right away. With Thayers, I got about 4-5 zits a week, and it did nothing to reduce them in a speedy manner.On the plus side, the bottle is huge! If this product does agree with you, you'll definitely get a lot for your money. And the fragrance is very nice. I might try to find some other use for it, like adding it to a scalp mask.",12/31/2022,2.0,Yes,0,0.9933,0.222,0.064,0.714,0.02297062613070011,0.05891726538538933,0.0045548733323812485,0.011239688843488693,0.3492107093334198,0.5062800049781799,0.046826817095279694
19,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Anthony Garcia,Not for sensitive skin,"After seeing all the raving videos on TIK TOK, i decided to give this a try.. I woke up with large inflamed massive bumps all over my face and neck. I was so sad because I really wanted it to work for me… my teen decided to try it and it did not hurt their face. It worked perfectly for them!",2/21/2024,3.0,Yes,3,0.2208,0.111,0.097,0.792,0.001791700255125761,0.0021549297962337732,0.0028959421906620264,0.009807179681956768,0.026165032759308815,0.8619827032089233,0.09520252048969269
20,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Aph,Smells great,It broke me out bad,5/22/2024,3.0,Yes,0,-0.743,0.0,0.677,0.323,0.12710145115852356,0.051438648253679276,0.056836117058992386,0.0073186978697776794,0.049324315041303635,0.684507429599762,0.023473374545574188
21,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",AZ,Opened product,Product had no safety seal upon overnight delivery.,10/12/2024,2.0,Yes,0,0.1531,0.255,0.2,0.545,0.020285027101635933,0.18407033383846283,0.02640792354941368,0.0038487950805574656,0.6778725981712341,0.057081494480371475,0.030433781445026398
22,"Thayers Alcohol-Free Rose Petal Witch Hazel Facial Toner, Pore Minimizing, Soothing, Hydrating, Refreshing Toner for Normal and Combination Skin, 12oz","Elevate your skincare routine with Thayers Alcohol-Free Witch Hazel Toner, your one step prep for better-looking bare skin. Our clinically tested formula visibly reduces the appearance of pores, provides all day hydration and smooths skin texture. Leveraging the potent power of medicinal plants and derm actives, our pure-grade alcohol-free witch hazel and aloe vera soothes and balances while glycerin immediately hydrates and draws moisture to the skin. With nourishing natural ingredients, our toners can be used in countless ways. Tired of razor burn? Soothe irritation with Thayers. Prepping for a full face of glam? Our toner has you prepped. Do your nails need a refresh? Thayers cleanses nails before a mani. Dealing with sunburns, bug bites or fresh ink? This formula calms discomfort naturally. Thayers is backed by science to level up your skincare.",Brittani Montgomery,Didn't care for it,"I'm moved on to Korean skin care. There isn't anything wrong with this toner it's just not for me. I don't care for it, it dried out my nose a little I noticed when I was using it. Once I stopped I never went back.",8/20/2024,2.0,Yes,0,0.7937,0.195,0.041,0.763,0.0398796871304512,0.2340753823518753,0.012272827327251434,0.0025538571644574404,0.6535808444023132,0.044054366648197174,0.013583097606897354
