Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",S,Unusable and faulty,"These start to deteriorate within a day, causing leaks and itching.  After going through 4 in 3 days I switched to another brand and no longer have issues",5/3/2023,1,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Amazon Customer,Without box. Product from Nederland,Delivered without the box. Was melted and under presd,10/5/2023,1,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Sandra L Hoffman,EVERY SINGLE RING WERE NOT SEALED,The media could not be loaded.Why were my 2.0 Bravo Rings not in a box and every single one were not sealed!,4/25/2022,1,Yes,5
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Christine Guanci,Not good quality,"Seems defective,  flattened on one side",10/10/2022,1,Yes,2
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Mary E Root,Two Stars,Very hard to work with especially with gloves on.,4/17/2016,2,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Mrs.JDG,Not recommended,I do not recommend this product. First of all it arrived not in its original manufacturer packaging. Second everything leaked. Had to change the pouch and ring after one day. If you have a stoma that is flat this is not the product for you. I gave it a two star rating because it did last one day.,5/9/2023,2,No,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",FRANCESCO,,anelli inservibili per le ridotte misure; nell'offerta mancano le misure ingannando l'acquirente; acquisto errato e soldi buttati via,3/6/2024,,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",M S Hamilton,,"I purchased these cause I was in a hurry for them and have always used Brava rings and I checked out the reviews, but this is the first time I purchased them here.  They came in a plastic bag not a box and most of the individual packaging was not sealing.  The rings had somehow squeezed out of there protective barriers and were stuck to the packaging making it difficult to remove and no matter how careful I was they were all deformed and no longer uniform.  I’ve very have Brava rings stick to my skin where I had to spend 10 minutes trying to remove it from my skin, this usually involved having to scrape with scissors which isn’t good for the delicate area.  They also despite sticking and falling apart when you tried to remove, they leaked which was the hole reason for them.  An awful product.  I don’t believe they were authentic Brava rings.  Wouldn’t recommend or buy again.  I received a refund for the awful product.  I now have to apply a lotion to the skin because of the damage.  Buy somewhere else.",10/22/2023,,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Tita K.,,The product caused unexpected skin reactions. Had to be removed within an hour after use on skin.I did not expect this from Brava,4/7/2024,,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Melissa,Great product,I had a temporary ostomy bag and these made a great seal around my stoma. After I started using these I had zero leaks and skin breakouts,7/13/2024,5,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Marlow2848,They Work!,These barriers are the best. The other brands are 4mm thick and too stiff to manage and the more you have to handle them the less effective they become.These are 2mm thick and very pliable. No need to stretch them!They provide a great seal between your skin and the bag barrier.I have a hernia and scar next to my illiostomy and nothing wanted to stay stuck in that area. There were days when I would spring a leak 4x a day and had to replace the whole shebang. VERY EXPENSIVE!Been dealing with this for 7 months now and I finally found the right combo of supplies.Carbou bags and skin barriersColoplast 2mm barrier ringsKonweda barrier stripsPride silicone tape (to cover scar)Stoma powderGoo Gone bandage and Adhesive RemoverSting Free Liquid skin prep and shield and Skin Tac.An ostomy is a very expensive affliction but this combo works for me and it's cheaper than going through 3 or 4 bags per day.I hope this helps others who have the same problem.My only problem is that they are a bit pricey. Especially if you go through a bag a day like I do.,11/6/2022,5,Yes,19
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Ana Morales Fontanez,Easy to mold to fit,"These are really easy to mold to the shape of my stoma,  to protect my skin and keep it healthy. It's not covered by my health insurance. They are pricey for my budget.  They are worth every penny. Next time I will order them thicker (4mm). The packaging varies though.",4/5/2023,5,Yes,6
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Benita Gurrola,A must,Gotta have these for bags.,3/22/2024,4,Yes,0
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Keila,Best ostomy barrier,"The only ostomy barrier ring I use. It’s better than the paste and easier to mold. Molding it with gloves is nearly impossible so I use my bare hands and get it as close to the stoma as possible. It adheres really well, keeps the skin around protected and prevents any leaks. Highly recommend!",3/18/2023,5,Yes,5
"Brava Ostomy Ring 2 mm Thick, Diameter 2 Inch, Moldable 120307, 10 Ct","The Coloplast Brava Ostomy Moldable Ring is a durable seal that provides a secure fit between the stoma and the pouch. It works well for ileostomies and urostomies. The Coloplast Brava moldable ring protects the skin from stoma output while absorbing moisture without breaking down or dissolving. This enables the ring to maintain a constant fit throughout the wear time.The Coloplast moldable ring adheres to the skin, even with creases or folds, providing confidence and comfort. It's simple to mold into a shape that fits the contours of the body. It provides constant even pressure, securing the gap between the barrier and stoma to prevent leaks. The moldable ostomy ring guides output directly into the pouch, so it never touches the skin. - The Coloplast Brava moldable ring maintains a secure fit between the stoma and the pouch. It adheres to uneven skin surfaces as a tight and constant seal that stops leakage. The moldable ostomy ring safeguards the skin from stoma output, preventing moisture-causing irritation. The ring doesn't breakdown or dissolve. It's easy to mold the Coloplast moldable ring to fit the wearer.",Melissa S.,Durable and reliable,Wax ring that are durable and last around four days for my on my urostomy and 6 days on my colostomy. They are thick enough to stretch and still be thick all the way around to fill the dips and voids on my convex ostomys. Every one was the same and they arrived undamaged and with no signs of being in extreme heat or cold. I highly suggest these rings,10/23/2023,5,Yes,0
